loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,Reason,addr_state
13250, 36 months,10.65%,B,B2,Talbert House,4 years,RENT,35000,Not Verified,12/1/2011,Fully Paid,Debt Consolidation Loan,OH
20000, 36 months,13.49%,C,C1,,6 years,RENT,75000,Verified,12/1/2011,Fully Paid,LC Loan,CA
3000, 36 months,14.65%,C,C3,Kohls Corporation,5 years,RENT,71000,Verified,12/1/2011,Fully Paid,Medical,WI
7350, 36 months,10.65%,B,B2,"Hospice Peachtree, LLC",10+ years,MORTGAGE,48000,Not Verified,12/1/2011,Fully Paid,Debt consolidation,AR
11500, 36 months,15.27%,C,C4,Merks Bar and Grill,5 years,RENT,36000,Not Verified,12/1/2011,Fully Paid,Debt consolidation,FL
13650, 36 months,12.42%,B,B4,ITT Aerospace Controls,10+ years,MORTGAGE,86000,Not Verified,12/1/2011,Charged Off,Debt Consolidation,CA
10500, 36 months,16.29%,D,D1,Butte Community College,3 years,RENT,30000,Source Verified,12/1/2011,Charged Off,Personal,CA
12000, 36 months,9.91%,B,B1,Deloitte Tax LLP,2 years,RENT,60000,Not Verified,12/1/2011,Fully Paid,Debt consolidation,CA
6000, 36 months,8.90%,A,A5,BMW,3 years,RENT,34000,Not Verified,12/1/2011,Fully Paid,US Bank Full,OH
11500, 36 months,15.27%,C,C4,Eel River Brewing Co.,10+ years,MORTGAGE,44200,Verified,12/1/2011,Fully Paid,Credit Card,CA
7000, 36 months,12.42%,B,B4,johns hopkins hospital,7 years,MORTGAGE,82000,Not Verified,12/1/2011,Fully Paid,Debt Consolidation,MD
29500, 60 months,20.30%,E,E5,United States DHS,6 years,MORTGAGE,83000,Source Verified,12/1/2011,Fully Paid,debt consolidation ,NM
2000, 36 months,15.27%,C,C4,The University of Texas,2 years,RENT,41000,Verified,12/1/2011,Fully Paid,moving,TX
11625, 36 months,13.49%,C,C1,USD 362,< 1 year,MORTGAGE,36000,Source Verified,12/1/2011,Fully Paid,CC Debt,KS
15075, 36 months,14.27%,C,C2,JPMorgan Chase Bank,10+ years,RENT,35000,Verified,12/1/2011,Charged Off,Debt Consolidation Loan,TX
5300, 36 months,15.27%,C,C4,Windsor Marketing Group,1 year,RENT,30000,Verified,12/1/2011,Fully Paid,Consolidate Closed Credit Accounts,CT
8200, 36 months,6.62%,A,A2,new view gifts & accessories,< 1 year,RENT,40000,Source Verified,12/1/2011,Fully Paid,remodel,PA
12000, 36 months,12.42%,B,B4,Sigma Relocation Group,9 years,MORTGAGE,105000,Not Verified,12/1/2011,Fully Paid,Credit Card Consolidation,TX
8650, 36 months,14.27%,C,C2,Best buy,4 years,MORTGAGE,45000,Source Verified,12/1/2011,Fully Paid,Credit card payoff ,FL
21000, 60 months,17.27%,D,D3,New Jersey Institute Of Technology (NJIT,10+ years,MORTGAGE,109000,Verified,12/1/2011,Fully Paid,Debt Consolidation,NJ
16000, 60 months,17.27%,D,D3,JP Morgan Chase Bank,2 years,RENT,50000,Source Verified,12/1/2011,Fully Paid,Debt Consolidation,TX
12000, 36 months,12.42%,B,B4,PricewaterhouseCoopers,2 years,RENT,83000,Not Verified,12/1/2011,Fully Paid,Debt Consolidation,CA
9500, 36 months,12.69%,B,B5,San Diego Unified School District,< 1 year,MORTGAGE,52500,Source Verified,12/1/2011,Charged Off,Moved to California,CA
7400, 36 months,13.49%,C,C1,RMS/iQor,< 1 year,OWN,25000,Source Verified,12/1/2011,Fully Paid,consolihappydaytion,AZ
14400, 36 months,13.49%,C,C1,big m inc,10+ years,MORTGAGE,60000,Not Verified,12/1/2011,Fully Paid,debt cosolidate,FL
24250, 60 months,23.91%,G,G4,"MAll SPE, LLC",7 years,MORTGAGE,120000,Verified,12/1/2011,Fully Paid,Debt Consolidation,AZ
7200, 36 months,7.90%,A,A4,"St. Mary's Health Care System, Inc.",3 years,RENT,68000,Source Verified,12/1/2011,Charged Off,Bank of America Pay-Off Loan,GA
26000, 60 months,16.77%,D,D2,PepsiCo,10+ years,MORTGAGE,53000,Verified,12/1/2011,Charged Off,Home Improvement,NC
7000, 60 months,11.71%,B,B3,WA State vDSHS,6 years,MORTGAGE,69600,Verified,12/1/2011,Charged Off,Debt consolidation,WA
4000, 36 months,7.51%,A,A3,Vibrato Grill Jazz etc...,< 1 year,RENT,65000,Source Verified,12/1/2011,Fully Paid,Boat Loan,CA
1500, 36 months,17.27%,D,D3,Walt Disney Co.,10+ years,MORTGAGE,144000,Verified,12/1/2011,Fully Paid,Debt consol,CA
19600, 36 months,12.42%,B,B4,Ajel Technologies Inc,2 years,RENT,75000,Verified,12/1/2011,Fully Paid,Personnel Loan,NY
2500, 36 months,11.71%,B,B3,Bioscreen Clinical Servicesa,7 years,MORTGAGE,29000,Verified,12/1/2011,Fully Paid,debt,AZ
10000, 36 months,12.69%,B,B5,nor cal beverage,2 years,RENT,70000,Not Verified,12/1/2011,Charged Off,credit cards,CA
10000, 36 months,6.62%,A,A2,penske logistics,5 years,RENT,45000,Not Verified,12/1/2011,Fully Paid,Credit Card,OH
4225, 36 months,12.42%,B,B4,King County Sheriffs Office,5 years,MORTGAGE,55200,Not Verified,12/1/2011,Fully Paid,Other,WA
3500, 36 months,7.90%,A,A4,impax laboratory,7 years,MORTGAGE,61440,Not Verified,12/1/2011,Fully Paid,extra cash for vacation,CA
12000, 36 months,6.62%,A,A2,maroone chevrolet of west dade,10+ years,MORTGAGE,56000,Not Verified,12/1/2011,Fully Paid,Debt Consolidation,FL
16500, 36 months,8.90%,A,A5,CH Robinson,< 1 year,RENT,47000,Source Verified,12/1/2011,Fully Paid,Debt Consolidation,IL
22000, 60 months,21.67%,F,F3,Oxyheal health group,< 1 year,RENT,55000,Verified,12/1/2011,Fully Paid,Debt consolidation ,WA
12000, 36 months,14.65%,C,C3,Social Security Administration - ODAR,1 year,RENT,71000,Verified,12/1/2011,Fully Paid,CREDIT CARD CONSOLIDATION,KS
15600, 60 months,12.69%,B,B5,corbett industries,10+ years,RENT,50000,Source Verified,12/1/2011,Charged Off,vacation loan,NY
10800, 36 months,12.42%,B,B4,Hillstone Restaurant Group,8 years,RENT,135000,Verified,12/1/2011,Fully Paid,Paying off Credit Cards,CA
14000, 36 months,12.42%,B,B4,CIty of Alpharetta,10+ years,MORTGAGE,63000,Not Verified,12/1/2011,Fully Paid,Credit Card Refi 2011,GA
18825, 60 months,17.58%,D,D4,executive plaza,4 years,MORTGAGE,44000,Verified,12/1/2011,Fully Paid,Debt Consolidation,NY
6000, 36 months,13.49%,C,C1,,5 years,MORTGAGE,50000,Not Verified,12/1/2011,Fully Paid,Consolidation loan,NM
12000, 36 months,9.91%,B,B1,Southern Methodist University,5 years,RENT,80000,Not Verified,12/1/2011,Fully Paid,CC Consolidation,TX
10000, 36 months,12.42%,B,B4,VirginiaMasonMedicalCenter,4 years,RENT,45000,Not Verified,12/1/2011,Fully Paid,payoff credit cards,WA
8000, 36 months,7.90%,A,A4,kenover marketing,2 years,RENT,78000,Not Verified,12/1/2011,Fully Paid,vacation,NY
14125, 36 months,9.91%,B,B1,Citizens Utility Board of Oregon,1 year,RENT,33000,Verified,12/1/2011,Fully Paid,Debt Consolidation,OR
14000, 36 months,12.69%,B,B5,Philips Healthcare,5 years,RENT,62800,Not Verified,12/1/2011,Fully Paid,Credit Card Consolidation,WA
13200, 60 months,17.27%,D,D3,"Cardinal Health Stafford, Texas.",3 years,RENT,26400,Source Verified,12/1/2011,Fully Paid,Business,TX
4000, 36 months,19.03%,E,E2,IBM,10+ years,MORTGAGE,80000,Not Verified,12/1/2011,Fully Paid,Loan2011,NC
4000, 36 months,12.69%,B,B5,XOXO Salon,2 years,RENT,25000,Not Verified,12/1/2011,Charged Off,Car loan,CO
10500, 36 months,6.03%,A,A1,DFW International Airport,10+ years,MORTGAGE,65000,Source Verified,12/1/2011,Fully Paid,Credit Card Consolidation,TX
5500, 36 months,7.90%,A,A4,SCI Mahanoy,10+ years,OWN,59000,Source Verified,12/1/2011,Fully Paid,Car Loan,PA
7350, 36 months,11.71%,B,B3,cyberpower,1 year,RENT,33000,Verified,12/1/2011,Fully Paid,Credit card payment,CA
10000, 36 months,12.42%,B,B4,First National Bank of St. Louis,10+ years,RENT,39000,Source Verified,12/1/2011,Charged Off,credit card consolidation,MO
12000, 36 months,7.51%,A,A3,wolverton Inc.,10+ years,RENT,42000,Not Verified,12/1/2011,Fully Paid,debt consolidation,OH
5000, 60 months,11.71%,B,B3,Sparrow Health,5 years,MORTGAGE,38004,Not Verified,12/1/2011,Fully Paid,Floor,MI
8000, 60 months,11.71%,B,B3,Multisensory Learning Academy,3 years,OWN,31000,Source Verified,12/1/2011,Fully Paid,Other,OR
4500, 36 months,8.90%,A,A5,New Buck Corporation,10+ years,MORTGAGE,50700,Verified,12/1/2011,Fully Paid,restore classic car,NC
18000, 36 months,12.42%,B,B4,National Park Service,1 year,OWN,75000,Verified,12/1/2011,Fully Paid,Paydown CC Loan,LA
12300, 60 months,13.49%,C,C1,gem city motors,2 years,MORTGAGE,30000,Source Verified,12/1/2011,Fully Paid,no more bills,MT
12000, 36 months,13.49%,C,C1,Quad Graphics,6 years,RENT,40000,Not Verified,12/1/2011,Fully Paid,Debt Consolidation,GA
10000, 36 months,13.49%,C,C1,St. Joseph Hospital,10+ years,MORTGAGE,50000,Not Verified,12/1/2011,Fully Paid,CC refi,CA
6000, 36 months,7.90%,A,A4,Musco Lighting,7 years,MORTGAGE,80000,Not Verified,12/1/2011,Fully Paid,Snowmobile Purchase,WI
12000, 36 months,12.69%,B,B5,Chesapeak Process Service Inc,4 years,RENT,40000,Not Verified,12/1/2011,Fully Paid,Debt Consolidation,MD
12000, 36 months,8.90%,A,A5,"Time Escrow, Inc.",7 years,RENT,80000,Not Verified,12/1/2011,Charged Off,credit card consolidating,CA
7000, 36 months,11.71%,B,B3,,2 years,RENT,75000,Source Verified,12/1/2011,Fully Paid,Consolidation,CA
35000, 60 months,18.64%,E,E1,"Navistar, Inc.",8 years,MORTGAGE,85000,Verified,12/1/2011,Fully Paid,Debt Consolidation,IL
1400, 36 months,7.90%,A,A4,Dr.Boers,1 year,RENT,28800,Not Verified,12/1/2011,Fully Paid,auto repair,FL
16000, 60 months,13.49%,C,C1,,10+ years,RENT,35000,Verified,12/1/2011,Charged Off,Small Business,NC
3200, 36 months,9.91%,B,B1,Oceanside college of beauty,9 years,RENT,61200,Not Verified,12/1/2011,Fully Paid,Card's,CA
8000, 36 months,7.90%,A,A4,Medical Delivery Services,1 year,RENT,40000,Not Verified,12/1/2011,Fully Paid,Medical,CA
11875, 60 months,12.69%,B,B5,Guardsmark,< 1 year,RENT,25920,Source Verified,12/1/2011,Charged Off,Debt Consolidation Loan,CA
5000, 36 months,6.03%,A,A1,"Allen Flavors, Inc.",9 years,MORTGAGE,54000,Not Verified,12/1/2011,Fully Paid,Bathroom Repairs,NJ
1800, 36 months,6.62%,A,A2,,10+ years,RENT,18000,Not Verified,12/1/2011,Fully Paid,Salt Spreader,MI
35000, 36 months,8.90%,A,A5,Twitch LLC,5 years,RENT,85000,Verified,12/1/2011,Fully Paid,debt consolidation.. ,IL
18000, 36 months,8.90%,A,A5,Accenture,5 years,RENT,78000,Verified,12/1/2011,Fully Paid,Post College Credit Card Refinance,NY
14000, 36 months,7.90%,A,A4,interim health care,10+ years,OWN,45600,Not Verified,12/1/2011,Charged Off,debt consolidation,WV
5000, 36 months,12.42%,B,B4,BBVA Compass,2 years,RENT,70000,Not Verified,12/1/2011,Fully Paid,Debt Consolidation Loan,TX
8000, 36 months,15.96%,C,C5,Dream Town ,4 years,RENT,70000,Source Verified,12/1/2011,Fully Paid,CC Payoff,IL
10000, 36 months,6.03%,A,A1,NEW ENGLAND WINDOW AND DOOR,9 years,MORTGAGE,80000,Not Verified,12/1/2011,Fully Paid,personal loan.,MA
10000, 36 months,7.51%,A,A3,pepsi beverage company,5 years,RENT,50000,Verified,12/1/2011,Fully Paid,Debt consolidation,NJ
12000, 36 months,12.42%,B,B4,durango & silverton narrow gauge rr,10+ years,MORTGAGE,35000,Verified,12/1/2011,Fully Paid,debt for debt,CO
23200, 36 months,7.90%,A,A4,FOFG,3 years,MORTGAGE,65000,Verified,12/1/2011,Fully Paid,Wiping off 6 ccards in 1 lower rate ,MI
18000, 60 months,15.27%,C,C4,Latique handbag,1 year,MORTGAGE,84000,Verified,12/1/2011,Fully Paid,Pay off credit card,CT
4800, 36 months,15.27%,C,C4,TubeCityIMS,10+ years,MORTGAGE,75000,Not Verified,12/1/2011,Fully Paid,CCPayoff,WV
7300, 36 months,11.71%,B,B3,Fairfax County Government,6 years,RENT,35000,Not Verified,12/1/2011,Fully Paid,freedom,VA
10400, 36 months,9.91%,B,B1,,6 years,RENT,40000,Source Verified,12/1/2011,Fully Paid,ROLL CONSOLIDATION,FL
6600, 36 months,9.91%,B,B1,"The Holmes Organisation, Inc.",1 year,MORTGAGE,100000,Not Verified,12/1/2011,Fully Paid,Debt Consolidation,FL
12000, 36 months,8.90%,A,A5,Kearny Ferderal Savings Bank,7 years,OWN,40000,Not Verified,12/1/2011,Fully Paid,Future,NJ
13250, 36 months,17.27%,D,D3,the reis group,10+ years,RENT,52000,Verified,12/1/2011,Fully Paid,consolidation,NY
12000, 36 months,11.71%,B,B3,PwC,3 years,RENT,92500,Source Verified,12/1/2011,Fully Paid,Debt Consolidation Loan,CA
25000, 36 months,9.91%,B,B1,City & County of San Francisco,9 years,RENT,61000,Source Verified,12/1/2011,Fully Paid,Titanium loan,CA
6000, 36 months,10.65%,B,B2,Neil Nakai Inc.,10+ years,RENT,36000,Not Verified,12/1/2011,Fully Paid,personal,HI
12000, 36 months,7.51%,A,A3,Pilot Fregith Services,10+ years,MORTGAGE,68000,Not Verified,12/1/2011,Fully Paid,Credit cards payment,CA
14400, 36 months,11.71%,B,B3,Louis Vuitton,1 year,RENT,80000,Not Verified,12/1/2011,Fully Paid,Credit Card Debt Free,CA
10000, 36 months,12.42%,B,B4,The University Club,10+ years,RENT,43000,Not Verified,12/1/2011,Fully Paid,Credit Card and Bill Loan,NY
8000, 36 months,11.71%,B,B3,Draft FCB,1 year,RENT,150000,Not Verified,12/1/2011,Fully Paid,Smart Budgeting,NY
8000, 36 months,16.29%,D,D1,St. Rose San Martin,5 years,RENT,50000,Not Verified,12/1/2011,Charged Off,credit debt,NV
30000, 60 months,12.42%,B,B4,,3 years,RENT,70000,Source Verified,12/1/2011,Charged Off,Patent and manufacturing.,TX
18000, 60 months,16.77%,D,D2,Old Republic Home Protection,6 years,OWN,40000,Not Verified,12/1/2011,Charged Off,Personal Loan,CA
13250, 36 months,11.71%,B,B3,University Primary Care,2 years,OWN,35000,Not Verified,12/1/2011,Fully Paid,Credit Card refinance,PA
14000, 36 months,14.27%,C,C2,Raytheon,6 years,RENT,80000,Not Verified,12/1/2011,Fully Paid,Dept Consolidation,CA
20000, 60 months,20.30%,E,E5,federal,10+ years,OWN,59000,Verified,12/1/2011,Charged Off,life changing,AK
10000, 36 months,16.29%,D,D1,crown plaza manhattan,10+ years,RENT,40000,Verified,12/1/2011,Fully Paid,credit card payoff,NY
35000, 60 months,20.30%,E,E5,Prospect Transportation Inc.,5 years,RENT,85000,Verified,12/1/2011,Fully Paid,Credit Cards Payoff,NJ
4000, 36 months,6.03%,A,A1,Simple Finance Technology Corp.,1 year,RENT,55000,Not Verified,12/1/2011,Fully Paid,No more credit card!,OR
13000, 36 months,9.91%,B,B1,City of Capitola,6 years,RENT,110000,Not Verified,12/1/2011,Fully Paid,Credit Cards,CA
28000, 36 months,12.69%,B,B5,Prairie du Chien Memorial Hospital,5 years,RENT,100000,Source Verified,12/1/2011,Fully Paid,Credit Card Loan,WI
10000, 36 months,13.49%,C,C1,Choate Investment Advisors,3 years,RENT,62000,Not Verified,12/1/2011,Fully Paid,Get out of Debt,MA
20000, 36 months,7.90%,A,A4,Southeastern Technical College,< 1 year,RENT,45000,Verified,12/1/2011,Fully Paid,Debt Consolidation Loan,GA
18000, 36 months,9.91%,B,B1,AH Interiors Inc.,5 years,RENT,110000,Verified,12/1/2011,Fully Paid,Pay credit cards 2011,FL
9000, 60 months,19.91%,E,E4,Responsive Learning Technologies,3 years,RENT,60000,Verified,12/1/2011,Charged Off,Cards,CA
25000, 60 months,18.64%,E,E1,KINGS COUNTY DISTRICT ATTORNEY'S OFFICE,10+ years,RENT,61500,Verified,12/1/2011,Charged Off,CLEAR UP,NY
10000, 36 months,11.71%,B,B3,Americare,3 years,RENT,33000,Not Verified,12/1/2011,Fully Paid,Personal loan,NY
4200, 36 months,6.03%,A,A1,Fisher Scientific,3 years,RENT,61000,Not Verified,12/1/2011,Fully Paid,Trip Loan,NJ
20000, 60 months,15.27%,C,C4,Level 3 Communications,10+ years,OWN,78216,Verified,12/1/2011,Charged Off,Debt Consolidation,CA
18000, 60 months,17.27%,D,D3,NEXCOM,1 year,MORTGAGE,62000,Verified,12/1/2011,Charged Off,outofdebt,VA
24000, 36 months,16.29%,D,D1,Nutrasweet,2 years,RENT,50964,Verified,12/1/2011,Fully Paid,Consolidate,GA
4475, 36 months,15.27%,C,C4,Qualtek Manufacturing,3 years,RENT,43680,Not Verified,12/1/2011,Fully Paid,Credit Card REFI,CO
20000, 60 months,14.65%,C,C3,Micro/Sys,2 years,MORTGAGE,56000,Verified,12/1/2011,Fully Paid,Pay off high interest credit cards,CA
12000, 36 months,12.42%,B,B4,Newark Public Schools,5 years,RENT,50700,Source Verified,12/1/2011,Fully Paid,payoff,NJ
18000, 60 months,17.58%,D,D4,,n/a,MORTGAGE,60000,Verified,12/1/2011,Fully Paid,consolidation,AL
5000, 36 months,12.42%,B,B4,The Newell Group,2 years,RENT,30000,Source Verified,12/1/2011,Charged Off,Debt Consolidation - Dec 2011,SC
3000, 36 months,6.03%,A,A1,Virginia Tech,5 years,RENT,50000,Not Verified,12/1/2011,Fully Paid,"Avoid CCs,Various Seasonal and Other Exp",VA
25000, 60 months,19.03%,E,E2,Aspens Water and Sewer District,10+ years,RENT,75000,Verified,12/1/2011,Fully Paid,debt consolidation,WY
18000, 60 months,19.03%,E,E2,institute for family health,3 years,RENT,90000,Source Verified,12/1/2011,Fully Paid,loan 1,NY
12000, 36 months,9.91%,B,B1,Shaws,10+ years,RENT,55000,Not Verified,12/1/2011,Charged Off,Zero Balance Project,RI
20000, 36 months,15.27%,C,C4,State of Mass. DDS,10+ years,MORTGAGE,50000,Verified,12/1/2011,Fully Paid,The 20K Credit,MA
10000, 36 months,13.49%,C,C1,Patriot General,3 years,RENT,84000,Verified,12/1/2011,Fully Paid,pay credit cards,CA
15000, 36 months,12.42%,B,B4,Jacobs Engineering,6 years,OWN,155000,Verified,12/1/2011,Fully Paid,Freedom,GA
12000, 36 months,7.90%,A,A4,"Agora, Inc.",< 1 year,MORTGAGE,62000,Source Verified,12/1/2011,Fully Paid,Debt-down,MD
20000, 60 months,10.65%,B,B2,The Woodlands Financial Group,2 years,MORTGAGE,175000,Verified,12/1/2011,Fully Paid,Debt Consolidation Loan,TX
6300, 36 months,11.71%,B,B3,Above the Title Ent.,2 years,RENT,30000,Not Verified,12/1/2011,Fully Paid,2011 CC Pay-Off,NY
20000, 60 months,16.77%,D,D2,Chester Mental Health Center,7 years,RENT,50000,Verified,12/1/2011,Fully Paid,credit card payoff,IL
35000, 60 months,17.27%,D,D3,Fed Govt-Environmental Protection Agency,8 years,MORTGAGE,208000,Source Verified,12/1/2011,Fully Paid,Debt Consolidation,MD
8250, 60 months,15.96%,C,C5,VW of Orchard Park,2 years,MORTGAGE,35004,Verified,12/1/2011,Fully Paid,Home Improvement Loan,NY
20000, 60 months,12.69%,B,B5,Industrial Design And Contruccion,7 years,OWN,85000,Source Verified,12/1/2011,Fully Paid,Home imp,LA
10000, 36 months,11.71%,B,B3,chevron station,5 years,RENT,32000,Not Verified,12/1/2011,Charged Off,lovely,FL
24000, 36 months,8.90%,A,A5,Tech Data Corp,10+ years,MORTGAGE,116400,Verified,12/1/2011,Charged Off,Car loan and pay off my family,FL
14400, 36 months,12.69%,B,B5,City of Mattoon ,9 years,MORTGAGE,40000,Not Verified,12/1/2011,Fully Paid,Consolidation ,IL
6000, 36 months,14.65%,C,C3,Jim Kearney- State Farm,7 years,RENT,34000,Not Verified,12/1/2011,Fully Paid,Credit card payoff,MD
22000, 36 months,15.96%,C,C5,Walgreen Co,5 years,MORTGAGE,73000,Verified,12/1/2011,Fully Paid,Debt consolidation,IL
12000, 36 months,11.71%,B,B3,Firestone Complete Auto Care,10+ years,RENT,57200,Source Verified,12/1/2011,Charged Off,consolidation,MA
16000, 36 months,16.77%,D,D2,Black and Veatch,< 1 year,MORTGAGE,114000,Source Verified,12/1/2011,Fully Paid,Debt Consolidation Loan,MO
10000, 36 months,10.65%,B,B2,giorgio  armani,10+ years,MORTGAGE,90000,Not Verified,12/1/2011,Fully Paid,marines,NY
16000, 60 months,19.03%,E,E2,US Army,8 years,MORTGAGE,54000,Source Verified,12/1/2011,Fully Paid,Home Improvement Loan,NC
10000, 36 months,12.69%,B,B5,Grey Goose Restaurant,2 years,RENT,35000,Source Verified,12/1/2011,Charged Off,Stress relief,KY
3500, 36 months,13.49%,C,C1,cardinal logistics,7 years,RENT,56000,Not Verified,12/1/2011,Fully Paid,getting it together,FL
9600, 36 months,9.91%,B,B1,Regal Cinemas,5 years,RENT,35000,Not Verified,12/1/2011,Fully Paid,Credit Card Consolidation,NC
9875, 36 months,7.90%,A,A4,Areres Bais Yaakov,10+ years,MORTGAGE,40000,Source Verified,12/1/2011,Fully Paid,consolidate,NY
21500, 60 months,17.58%,D,D4,US Army Corps of Engineers,2 years,OWN,59000,Verified,12/1/2011,Fully Paid,Credit Card Consolidation,MO
4800, 36 months,7.90%,A,A4,United States Air Force,6 years,RENT,48000,Source Verified,12/1/2011,Fully Paid,Debt consolidation,FL
7800, 36 months,6.03%,A,A1,Placer County ,10+ years,OWN,85000,Not Verified,12/1/2011,Fully Paid,Purchase,NV
20000, 36 months,14.27%,C,C2,Total Document Solutions Inc.,10+ years,MORTGAGE,70000,Verified,12/1/2011,Fully Paid,Credit Cards,TX
9750, 36 months,7.51%,A,A3,Grand Wailea,4 years,RENT,35000,Not Verified,12/1/2011,Charged Off,Consolidation,HI
18000, 60 months,15.96%,C,C5,State of NC ITS,6 years,MORTGAGE,91000,Verified,12/1/2011,Fully Paid,Credit Card Payoff,VA
5000, 36 months,6.03%,A,A1,m.s.c.z. inc earthwize recycling,9 years,MORTGAGE,30000,Not Verified,12/1/2011,Fully Paid,Other Loan,CA
9000, 36 months,14.65%,C,C3,st catherine of siena,4 years,RENT,45000,Source Verified,12/1/2011,Fully Paid,pay off my debt,NY
7200, 36 months,7.90%,A,A4,Medivantix Technologies,1 year,RENT,55000,Not Verified,12/1/2011,Fully Paid,Debt Consolidation,FL
3000, 60 months,19.03%,E,E2,AT and T,3 years,RENT,53004,Source Verified,12/1/2011,Charged Off,Ring,FL
25000, 60 months,19.42%,E,E3,San Francisco Public Library,10+ years,RENT,60000,Verified,12/1/2011,Charged Off,refinance,CA
25000, 36 months,15.27%,C,C4,Chaffey Joint Union High School District,8 years,OWN,82000,Verified,12/1/2011,Fully Paid,Debt Consolidation Loan,CA
10000, 36 months,15.96%,C,C5,postal service,10+ years,RENT,53000,Verified,12/1/2011,Fully Paid,save the day loan,CA
8875, 36 months,12.69%,B,B5,wells fargo,5 years,MORTGAGE,35360,Verified,12/1/2011,Charged Off,credit card debt,PA
15550, 36 months,11.71%,B,B3,U.S. Postal Service,10+ years,RENT,54000,Verified,12/1/2011,Fully Paid,NeverLate,FL
17000, 60 months,15.27%,C,C4,emeroson animal hospital,8 years,RENT,65000,Not Verified,12/1/2011,Fully Paid,Pay off Debt,NJ
